label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13
3	741 m^2	0.7682	Santa Ana	badminton	833 kg	1.1612	1140	928	973	0.8602	0.6148	volleyball	1059	665
7	727 m^2	0.2429	Oakland	soccer	1065 kg	0.841	965	1149	944	0.8854	0.9467	soccer	-110	1244
1	821 m^2	0.6862	Fremont	ice hockey	935 kg	1.2533	912	22	1094	0.7664	-0.0181	ice hockey	1672	438
2	1192 m^2	0.695	Anaheim	basketball	783 kg	0.1909	974	1202	519	0.7178	0.7367	running, golf	814	905
0	1028 m^2	0.9666	Riverside	track & field	934 kg	1.3556	567	994	878	1.074	1.0185	tennis	405	-9
7	1106 m^2	0.3578	Oakland	soccer	1065 kg	0.5591	885	694	1338	0.905	0.9909	track & field, baseball	694	1068
5	1047 m^2	0.984	San Bernardino	motor sports	1216 kg	0.3879	1265		931	1.1737	1.1046	football	495	1290
0	1132 m^2	0.7786	Fresno	baseball	814 kg	1.1032	1466	1270	N/A	0.8936	1.2304	ice hockey	1086	-209
6	815 m^2	0.4934	San Bernardino	soccer	798 kg	0.8111	369	1280	1029	0.7342	0.5036	boxing	883	1038
1	664 m^2	0.1518	Sacramento	ice hockey	919 kg	0.9785	1226	301	965	1.1768	0.1054	ice hockey	1075	620
4	422 m^2	1.1122	Chula Vista	running	592 kg	0.8104	1114	474	1320	0.5659	0.9312	badminton	453	904
6	931 m^2	0.7626	Bakersfield	football	927 kg	0.6448	558	1014	904	0.8244	0.2177	boxing	920	1069
7	658 m^2	0.5549	San Francisco	soccer	952 kg	0.5109	922	1139	987	0.5603	1.0368	baseball	92	566
6	1047 m^2	1.0394	Irvine	football	1345 kg	0.9531	532	838	1349	1.3905	0.6057	boxing	940	689
4	467 m^2	1.5241	Chula Vista	running	322 kg	0.8595	796	677	746	0.9892	0.8884	motor sports	794	1136
5	913 m^2	0.7562	San Bernardino	motor sports	1134 kg	0.1182	791	1018	1224	1.1127	1.0417	football	465	616
2	1130 m^2	0.573	Santa Clarita	basketball	935 kg	n/a	1249	971	-71	1.5245	0.8363	golf	745	1058
3	525 m^2	1.0937	Santa Ana	boxing	670 kg	0.6987	968	849	901	1.4616	0.9425	volleyball	745	505
7	753 m^2	-0.0614	San Francisco	soccer	870 kg	0.5031	984	1042	1059	0.9454	0.873	baseball, track & field	5	982
3	944 m^2	0.74	Santa Ana	badminton	1066 kg	1.3548	811	1145	733	1.079	1.1382	volleyball	1104	848
0	1177 m^2	1.183	Fresno	track & field	1338 kg	0.7019	1242	1249	833	0.8057	0.814	tennis	685	189
3	1196 m^2	0.9583	Santa Ana	badminton	955 kg	1.0342	934	990	1009	0.7242	1.1109	volleyball	1358	803
7	499 m^2	0.7503	Moreno Valley	soccer	1021 kg	0.7015	1002	1174	1148	0.7917	0.9067	baseball	-164	712
6	889 m^2	0.9621	Bakersfield	basketball	1003 kg	0.9342	688	1406	879	1.1947	0.6864	boxing	697	1054
3	1316 m^2	0.9073	Santa Ana	badminton	866 kg	1.3279	588	716	819	1.1601	0.8436	volleyball	589	762
7	860 m^2	0.1457	Moreno Valley	soccer	1009 kg	0.7431	1105	1139	1328	1.1989	1.2758	track & field, soccer	12	999
7	715 m^2	0.1606	San Francisco	soccer	1202 kg	0.507	819	1071	980	0.5628	1.0596	soccer, baseball	-112	988
6	1186 m^2	1.2528	IRVINE	volleyball	1120 kg	0.6301	428	1165	744	1.0745	-0.0447	boxing	793	967
5	1043 m^2	1.1865	San Bernardino	boxing	870 kg	-0.0715	973	958	1005	1.3688	1.1439	football	184	1270
6	869 m^2	1.2029	Bakersfield	football	1162 kg	0.8807	227	1037	1083	0.7608	0.6724	football	800	867
6	1094 m^2	1.0423	Bakersfield	volleyball	749 kg	1.2731	411	980	995	1.1892	0.3168	boxing	638	770
4	929 m^2	0.7131	Modesto	running	659 kg	1.044	908	905	902	0.4263	0.988	motor sports	704	955
1	780 m^2	0.8888	Fremont	golf	654 kg	0.6081	911	100	1525	0.7978	-0.0222	ice hockey	876	368
4	394 m^2	0.9467	Modesto	tennis	121 kg	1.0678	969	572	1182	0.5646	0.9642	badminton	472	726
3	951 m^2	0.9598	Santa Ana	badminton	1151 kg	0.8705	694	1115	536	0.7717	1.0863	volleyball	825	761
6	747 m^2	1.3315	Irvine	volleyball	1010 kg	1.1839	430	941	930	1.1104	0.6207	boxing	717	989
6	989 m^2	1.117	San Bernardino	baseball	1017 kg	0.9469	399	1236	1268	0.8605	0.6869	boxing	811	1048
2	1178 m^2	0.8032	Santa Clarita	basketball	848 kg	0.1417	889	531	474	0.9954	1.0239	golf	1012	521
2	1297 m^2	1.0464	Santa Clarita	motor sports	917 kg	0.2604	945	1167	554	1.0437	1.2375	basketball	1051	971
6	1045 m^2	1.3529	Bakersfield	football	1211 kg	0.8284	474	1297	1171	1.4336	0.1435	boxing	1113	1190
6	968 m^2	1.163	Bakersfield	volleyball	1293 kg	1.0792	384	1302	951	0.9184	0.5589	boxing	700	1181
5	1047 m^2	0.7717	San Bernardino	boxing	640 kg	0.2708	765	1230	1176	1.2717	0.9588	football	193	1256
4	465 m^2	1.0742	Chula Vista	TENNIS	244 kg	0.9147	974	714	817	0.5226	0.9292	motor sports	736	1279
5	772 m^2	1.156	San Bernardino	motor sports	876 kg	0.0663	1103	1090	806	1.0916	0.9174	football	343	1119
5	1241 m^2	1.1183	San Bernardino	N/A	798 kg	0.0431	1158	1276	1331	1.17	0.9459	football	135	1131
6	686 m^2	0.8327	Bakersfield	volleyball	939 kg	1.1606	535	1432	916	1.0895	0.4531	boxing	1213	1031
0	1405 m^2	0.8886	Fresno	track & field	1031 kg	0.9496	985	934	1147	1.0898	0.6701	tennis	898	101
5	942 m^2	1.0509	San Bernardino	boxing	524 kg	0.3648	934	1112	1194	1.2093	0.8765	football	33	1150
5	1317 m^2	0.7693	San Bernardino	motor sports	935 kg	0.4272	869	1075	1172	1.3004	0.7596	football	255	1047
5	775 m^2	0.8612	San Bernardino	ICE HOCKEY	650 kg	0.1134	1298	1558	644	1.1032	0.9479	football	519	1119
1	1182 m^2	0.6802	Fremont	golf	891 kg	1.0375	1037	799	1409	1.1741	-0.1685	ice hockey	1222	471
1	529 m^2	0.4558	Sacramento	golf	1093 kg	1.1676	958	113	995	1.2429	0.1201	ice hockey	1113	343
7	1016 m^2	0.3835	Oakland	soccer	1219 kg	0.5483	1116	849	974	1.1307	0.8926	baseball	-292	557
2	972 m^2	0.7329	San Diego	basketball	943 kg	0.1547	1219	1109	593	1.0505	0.873	running, basketball	N/A	1024
6	722 m^2	1.2341	Irvine	football	1127 kg	0.9623	543	889	767	0.8286	0.3364	Boxing	539	1118
0	989 m^2	0.9489	Modesto	track & field	932 kg	1.3797	876	1228	974	0.5583	0.9036	volleyball	1059	115
6	1077 m^2	0.5011	Bakersfield	volleyball	939 kg	1.2589	286	988	994	0.7003	0.4666	boxing	1023	939
6	1127 m^2	1.3165	Irvine	volleyball	1156 kg	0.6373	675	871	1447	0.9824	0.5237	boxing	987	1073
7	202 m^2	0.2763	Oakland	soccer	957 kg	0.6551	1160	982	1416	0.6062	0.7702	track & field	350	1188
1	515 m^2	0.6454	Fremont	running	982 kg	0.6238	1165	140	1029	0.7372	-0.1731	ice hockey	879	333
1	996 m^2	0.4581	Fremont	golf	971 kg	0.9446	762	-52	1311	0.9518	0.1644	ice hockey	1214	592
4	84 m^2	1.0596	Long Beach	running	-61 kg	0.7087	1153	849	1268	0.3014	0.6562	badminton	629	755
0	815 m^2	1.1182	Fresno	baseball	1041 kg	1.1271	954	1117	876	0.681	0.763	tennis	934	-53
1	1484 m^2	0.6896	Fremont	golf	957 kg	1.5567	1124	652	1065	1.1485	0.3986	ice hockey	980	536
4	347 m^2	0.7732	Modesto	tennis	386 kg	1.2056	1249	634	1184	0.2197	0.6099	motor sports	641	1012
5	520 m^2	n/a	San Bernardino	motor sports	850 kg	0.1602	857	738	1074	1.3815	0.8991	football	452	779
0	943 m^2	1.1301	Long Beach	track & field	1292 kg	1.0015	750	894	919	1.1068	1.2399	tennis	1239	None
6	1093 m^2	0.871	Irvine	boxing	1227 kg	0.9146	529	1023	938	0.9751	0.2456	boxing	763	780
6	786 m^2	1.1346	Bakersfield	football	749 kg	0.9919	441	1015	1138	1.049	0.1516	football	?	633
3	1217 m^2	0.8191	Santa Ana	badminton	1474 kg	0.9091	888	767	879	0.9118	1.1369	volleyball	1049	665
3	1195 m^2	0.7819	Santa Ana	badminton	1086 kg	1.0341	1026	712	616	0.573	1.2055	volleyball	857	849
3	1239 m^2	0.9993	Santa Ana	badminton	748 kg	0.8725	1214	1202	726	1.1252	1.0577	volleyball	NULL	851
4	271 m^2	0.9721	Long Beach	tennis	378 kg	0.9886	775	506	602	0.5944	0.8268	motor sports	288	1335
2	1166 m^2	0.7142	Los Angeles	basketball	820 kg	0.3669	1100	1260	240	1.102	0.9593	running	1132	1324
5	1363 m^2	1.162	San Bernardino	boxing	962 kg	0.0872	1039	1014	1043	1.0635	0.8632	football	411	615
2	1051 m^2	0.8569	Los Angeles	basketball	1044 kg	0.3808	891	958	414	0.9135	1.0022	basketball, golf	1400	1289
7	672 m^2	0.2427	Oakland	SOCCER	1078 kg	0.9216	681	1015	1101	1.1319	1.2953	baseball	40	627
0	1384 m^2	1.1396	Riverside	baseball	1228 kg	1.1459	660	998	999	1.2688	1.0018	ice hockey	559	7
2	1031 m^2	0.6558	Santa Clarita	basketball	1105 kg	0.4016	960	931	167	0.8132	1.0124	basketball, running	675	1045
2	1120 m^2	0.6412	Los Angeles	basketball	1048 kg	0.5062	1174	684	491	1.0343	1.0659	tennis	1204	901
3	407 m^2	1.3459	Santa Ana	badminton	996 kg	1.0524	1316	1016	632	1.1993	0.8481	boxing	938	365
7	1011 m^2	-0.0885	Oakland	soccer	918 kg	0.6948	936	858	906	0.8917	1.0131	soccer	-351	1188
3	979 m^2	0.921	Santa Ana	badminton	535 kg	1.1371	455	1009	661	1.4302	1.1442	volleyball	788	405
7	947 m^2	-0.0824	Oakland	soccer	1406 kg	0.6747	746	809	790	0.6052	0.5434	track & field, baseball	270	1008
1	884 m^2	0.5075	Sacramento	ice hockey	961 kg	0.9583	1131	-94	906	1.0893	0.0382	ice hockey	1141	399
5	957 m^2	1.0168	San Bernardino	motor sports	NULL	0.3596	1175	1270	1320	1.0694	0.9439	football	-194	1429
7	930 m^2	0.0084	Moreno Valley	soccer	1207 kg	0.5615	924	787	974	0.7278	0.809	baseball	139	942
2	958 m^2	0.9681	San Diego	basketball	1198 kg	0.3059	890	691	723	1.0003	1.1077	basketball	841	1041
3	1051 m^2	1.1988	Santa Ana	badminton	1138 kg	0.6913	1341	1105	80	0.9304	0.903	volleyball	683	742
2	1078 m^2	1.1418	Los Angeles	tennis	1283 kg	0.1962	840	1273	503	1.1483	0.9422	basketball	1122	1143
7	1083 m^2	-0.0963	Moreno Valley	soccer	926 kg	0.6577	1103	953	1373	1.0136	1.0315	soccer, track & field	39	1156
3	896 m^2	0.8829	Santa Ana	badminton	965 kg	0.7404	796	658	850	0.9694	0.8885	volleyball	687	556
6	971 m^2	1.4501	San Bernardino	badminton	718 kg	0.9874	690	557	980	0.9979	0.5105	boxing	970	1321
3	803 m^2	0.5609	Santa Ana	track & field	881 kg	0.818	967	1285	1210	0.7864	1.0466	volleyball	1023	668
2	758 m^2	1.0691	Santa Ana	basketball	740 kg	0.5067	885	1054	412	0.9183	1.2302	running	1482	1138
4	405 m^2	0.3727	Modesto	tennis	739 kg	1.1778	1077	652	904	0.0949	0.7096	motor sports	588	934
5	1053 m^2	0.8173	San Bernardino	motor sports	1318 kg	0.2737	619	892	802	0.8816	0.8892	basketball	283	673
3	1143 m^2	1.1863	Santa Ana	badminton	1101 kg	0.9409	1063	863	925	0.8284	1.0509	volleyball	1248	365
5	1078 m^2	0.8481	San Bernardino	boxing	407 kg	0.2142	712	1279	623	0.9909	1.0503	FOOTBALL	779	1391
3	623 m^2	0.4581	Santa Ana	badminton	772 kg	1.3549	957	596	921	1.2431	0.944	volleyball	950	783
5	1001 m^2	1.0161	San Bernardino	motor sports	1220 kg	0.0317	1235	1098	1284	1.3059	1.2345	football	222	1236
5	1162 m^2	0.7173	San Bernardino	motor sports	1013 kg	0.2451	1185	837	749	1.1544	1.0397	football	-143	1309
0	1243 m^2	0.8165	Fresno	baseball	1096 kg	1.0728	1003	885	1105	0.9665	1.0681	tennis	814	171
7	647 m^2	0.811	Moreno Valley	soccer	1312 kg	0.5723	1019	802	585	0.7071	0.7656	soccer	55	1257
6	784 m^2	0.6298	Bakersfield	volleyball	1123 kg	1.0764	443	912	802	1.1786	0.4836	boxing	794	825
2	1429 m^2	0.7974	San Jose	boxing	870 kg	0.3168	803	758	754	1.1983	0.9874	basketball	739	963
6	1336 m^2	0.901	Irvine	volleyball	1229 kg	0.6683	348	835	1486	1.1029	0.3385	boxing	1344	909
0	1050 m^2	1.1358	Fresno	track & field	1013 kg	1.0973	1186	1109	1741	0.7724	n/a	tennis	1044	34
4	489 m^2	0.7769	Modesto	soccer	449 kg	0.9773	1143	867	1170	0.5535	0.8788	badminton	731	1231
1	1072 m^2	0.7273	Sacramento	badminton	1268 kg	0.9355	995	281	1358	1.4616	0.0122	ice hockey	1050	268
5	705 m^2	1.1483	San Bernardino	boxing	669 kg	-0.0407	1073	984	1064	1.0734	0.8889	football	-38	1093
3	1302 m^2	1.0353	Santa Ana	badminton	850 kg	0.8823	868	994	1069	0.7891	1.0926	volleyball	754	917
4	413 m^2	0.8303	Long Beach	tennis	106 kg	1.2857	1250	726	941	0.296	0.8861	badminton	653	848
1	1208 m^2	0.3946	Sacramento	golf	635 kg	0.8646	1201	-32	687	1.0524	0.1004	ice hockey	267	981
4	580 m^2	0.576	Chula Vista	running	521 kg	1.07	898	696	1063	0.5883	1.0662	badminton	658	1143
3	686 m^2	1.0348	Santa Ana	badminton	1075 kg	0.9779	1080	1129	1033	1.2533	1.3297	volleyball	748	483
0	1293 m^2	0.9433	Riverside	track & field	956 kg	1.1418	1042	1109	770	0.8989	0.8694	tennis	1252	63
5	1107 m^2	0.9001	San Bernardino	boxing	782 kg	0.2151	1081	940	591	1.1362	1.1416	football	882	1180
2	890 m^2	?	San Diego	basketball	869 kg	0.4224	622	1096	562	1.3326	1.4241	golf	713	783
1	822 m^2	0.6492	Sacramento	golf	775 kg	0.8281	1239	273	947	1.2975	0.3663	ice hockey	1402	506
2	974 m^2	1.2024	Santa Clarita	basketball	1112 kg	0.2321	668	905	403	0.9494	0.8111	basketball	1056	916
3	860 m^2	1.3782	Santa Ana	badminton	1116 kg	1.0289	1219	1052	798	0.5894	0.9614	volleyball	843	983
4	338 m^2	0.7511	Chula Vista	tennis	343 kg	0.921	674	523	1303	0.116	0.8524	motor sports	104	972
3	1046 m^2	1.2379	Santa Ana	badminton	801 kg	1.0142	1105	1152	743	0.7102	1.2715	volleyball	1040	453
1	1328 m^2	1.1654	Fremont	golf	1111 kg	0.9562	704	256	691	0.9115	0.1932	ice hockey	967	630
7	1262 m^2	0.2973	San Francisco	soccer	1051 kg	0.6466	902	1222	1182	0.8796	0.792	track & field	216	1143
1	636 m^2	0.3982	Sacramento	golf	1097 kg	0.8295	898	516	1355	1.2507	0.224	ice hockey	961	514
0	893 m^2	0.8881	Riverside	baseball	1114 kg	1.091	946	1011	1420	0.6967	0.8624	tennis	1181	257
4	479 m^2	0.7924	Modesto	running	406 kg	1.1414	622	551	1306	0.1792	0.5573	motor sports	738	1095
0	1207 m^2	0.9353	Fresno	baseball	955 kg	1.1495	1219	833	1206	0.642	0.9658	tennis	802	-75
5	1126 m^2	1.1149	FREMONT	motor sports	711 kg	-0.0877	1006	1213	1367	1.4009	1.0179	football	-329	1122
6	737 m^2	1.1843	Irvine	volleyball	1088 kg	1.2051	703	1258	984	0.7044	0.1285	BOXING	804	872
5	1168 m^2	1.271	San Bernardino	motor sports	337 kg	-0.0139	836	1219	1434	1.0399	1.0198	football	155	781
3	690 m^2	0.9379	Santa Ana	badminton	1254 kg	0.8208	949	1089	1108	0.8725	0.9205	volleyball	1281	639
4	489 m^2	1.4176	Modesto	tennis	375 kg	0.882	956	807	1351	0.211	0.7834	badminton	634	986
4	n/a	0.8488	Long Beach	tennis	224 kg	0.8013	1001	1042	1045	0.462	0.8421	motor sports	469	1265
3	1519 m^2	1.1117	Santa Ana	badminton	886 kg	1.1297	891	702	985	1.1778	0.9108	volleyball	424	841
3	660 m^2	0.6888	santa ana	badminton	998 kg	0.921	1138	1011	863	1.2175	1.0161	volleyball	1024	791
6	659 m^2	0.8759	Irvine	volleyball	1070 kg	0.9053	393	917	1006	1.4084	0.0041	boxing	472	1009
0	1174 m^2	1.201	Riverside	BASEBALL	1180 kg	0.6624	732	1223	836	0.3674	0.7483	tennis	1207	410
1	913 m^2	0.8329	Fremont	ice hockey	1019 kg	1.0231	945	248	979	1.0616	-0.1205	ice hockey	896	524
7	1135 m^2	0.751	San Francisco	tennis	1037 kg	0.5601	1174	578	954	1.1415	0.6467	track & field, baseball	34	899
0	1212 m^2	0.66	Riverside	?	740 kg	0.6481	1222	1007	1236	0.6445	1.0297	tennis	1228	85
4	327 m^2	1.2993	Chula Vista	tennis	288 kg	0.9149	1185	532	860	0.9113	1.0164	badminton	909	974
3	1109 m^2	1.4262	sANTA aNA	badminton	1280 kg	0.8381	761	513	696	0.8298	0.7806	volleyball	576	737
5	991 m^2	1.2759	San Bernardino	badminton	987 kg	0.2122	1173	1192	871	1.2496	0.8286	football	105	909
3	959 m^2	0.6448	Santa Ana	volleyball	809 kg	1.0945	794	1149	1435	1.0642	0.978	volleyball	429	684
3	1191 m^2	0.9264	Santa Ana	badminton	818 kg	0.8011	881	924	1107	0.943	1.1249	volleyball	1160	504
3	973 m^2	1.0838	San Bernardino	badminton	902 kg	1.3582	914	855	1002	0.9116	1.0824	volleyball	608	688
7	1142 m^2	-0.1785	San Francisco	volleyball	988 kg	0.6385	1126	933	981	0.4059	0.8136	baseball	64	1155
1	1418 m^2	0.6079	Sacramento	ice hockey	862 kg	0.973	888	474	1601	1.0895	0.0191	ice hockey	1365	581
7	815 m^2	0.3259	Moreno Valley	soccer	945 kg	0.5109	1018	836	694	0.9	1.0736	soccer	74	1011
5	1030 m^2	0.5462	San Bernardino	BOXING	NULL	NULL	990	1190	674	0.429	0.9108	football	227	851
1	894 m^2	0.6855	Fremont	ice hockey	935 kg	0.8434	1074	449	1573	1.1877	0.0547	ICE HOCKEY	1574	234
7	1009 m^2	0.3382	Moreno Valley	soccer	1121 kg	0.7758	1261	820	1122	0.8939	0.7166	track & field	290	1065
0	1127 m^2	0.576	Riverside	baseball	1038 kg	1.0488	875	1139	786	0.9355	1.0401	tennis	1430	-541
6	716 m^2	1.2849	Irvine	football	895 kg	0.9822	375	931	1224	1.0281	0.0997	running, golf	1050	847
3	984 m^2	1.1411	Santa Ana	badminton	928 kg	0.7734	984	1135	786	1.1395	0.7701	VOLLEYBALL	1179	665
4	502 m^2	1.0337	Long Beach	tennis	410 kg	0.5448	1024	935	906	0.1557	0.6638	MOTOR SPORTS	977	730
4	403 m^2	0.8229	Long Beach	tennis	844 kg	1.1257	1133	800	1301	0.1814	0.669	badminton	141	966
5	1093 m^2	0.8661	San Bernardino	motor sports	893 kg	0.0825	1131	1037	957	1.098	1.2543	football	-208	877
5	1337 m^2	1.2816	Long Beach	boxing	941 kg	0.429	877	1041	814	1.3968	1.1293	football	112	1262
2	750 m^2	1.1022	Anaheim	basketball	1051 kg	0.16	1149	1283	844	1.0473	0.8872	golf, basketball	1521	868
1	1152 m^2	0.6004	Sacramento	ice hockey	1194 kg	0.7101	897	60	1134	1.0841	0.188	ice hockey	991	264
0	839 m^2	1.2128	Riverside	basketball	953 kg	1.0739	n/a	1066	1260	0.8683	1.0364	tennis	1049	-87
0	1042 m^2	0.9811	Fresno	track & field	1189 kg	1.053	1215	1180	854	0.813	1.1939	track & field	983	-61
7	1310 m^2	-0.1272	Moreno Valley	soccer	1132 kg	0.8421	1099	1005	822	0.8542	1.0767	baseball, soccer	421	1137
4	309 m^2	0.5771	Modesto	tennis	209 kg	0.8863	1121	939	703	-0.0607	0.8499	badminton	249	1020
0	1232 m^2	1.0949	Riverside	track & field	825 kg	0.9248	956	1144	745	0.7662	1.2104	tennis	1048	219
5	399 m^2	1.152	San Bernardino	BOXING	1033 kg	-0.0016	1094	1158	612	1.2562	0.7139	soccer, track & field	171	1178
6	1106 m^2	1.1034	Bakersfield	volleyball	1013 kg	0.956	157	942	567	1.2302	0.3667	boxing	726	879
3	1351 m^2	0.7307	Santa Ana	football	1065 kg	0.9245	829	1003	721	1.0672	0.8466	volleyball	993	673
6	866 m^2	0.9569	Irvine	volleyball	992 kg	0.9852	478	1010	686	1.4146	0.2705	boxing	1204	766
4	496 m^2	1.1843	Modesto	running	280 kg	0.8014	1046	618	752	0.3369	0.6915	motor sports	1341	926
4	261 m^2	0.7991	Long Beach	tennis	45 kg	1.176	1011	631	1148	0.944	0.8993	badminton	1063	913
2	860 m^2	1.1321	Anaheim	basketball	1043 kg	0.423	424	1295	477	1.1794	1.0492	running, golf	1241	953
1	1094 m^2	0.1767	Sacramento	golf	829 kg	0.8576	894	403	851	0.779	0.0361	ice hockey	542	333
0	1014 m^2	0.9114	Riverside	baseball	1162 kg	0.7381	915	1504	1288	0.9799	1.0243	tennis	1038	9
3	784 m^2	0.9	Santa Ana	badminton	1110 kg	1.1589	974	831	1009	0.894	1.1379	volleyball	820	912
5	1222 m^2	1.2381	San Bernardino	boxing	1198 kg	-0.0405	780	1089	1182	1.1301	0.7697	football	198	984
2	n/a	0.8022	Anaheim	basketball	800 kg	0.3429	715	1259	604	0.8385	0.6888	running, basketball	736	1035
5	1283 m^2	1.0674	san bernardino	boxing	912 kg	-0.0089	1192	664	967	1.0419	0.8493	football	464	954
0	934 m^2	0.9367	Fresno	track & field	1188 kg	1.0163	919	1465	841	1.0287	0.9212	TENNIS	959	236
5	877 m^2	1.0011	San Bernardino	boxing	839 kg	0.4017	965	1119	1074	1.3776	1.0926	FOOTBALL	406	654
3	1080 m^2	1.2	Santa Ana	badminton	1148 kg	1.0313	1011	1178	276	0.9888	0.9279	football	963	960
6	1030 m^2	1.224	Bakersfield	football	808 kg	1.0107	557	1193	1006	0.9293	0.4989	boxing	872	1003
7	874 m^2	-0.0411	Oakland	soccer	853 kg	0.8335	791	642	1518	1.4569	0.9584	track & field, baseball	241	1248
6	1201 m^2	0.9398	Bakersfield	golf	920 kg	0.9953	622	813	771	1.0672	0.6391	boxing	941	802
0	1327 m^2	0.8573	Fresno		1178 kg	0.8695	953	1196	1300	0.8568	0.8456	tennis	1175	-72
7	1146 m^2	-0.0307	San Francisco	soccer	1126 kg	0.7013	887	868	836	0.9234	0.941	track & field	13	632
6	808 m^2	0.727	Irvine	football	833 kg	0.8619	644	772	1043	0.7006	0.0927	boxing	1000	1010
6		0.9794	Irvine	volleyball	1239 kg	0.9149	286	1008	1140	1.004	0.217	motor sports	677	1082
0	779 m^2	0.9185	Riverside	baseball	751 kg	1.0057	1098	1247	1334	1.0804	0.9565	tennis	881	-128
5	854 m^2	1.6681	San Bernardino	boxing	877 kg	0.1557	814	1214	873	1.1191	0.8544	football	589	730
3	916 m^2	1.0316	Santa Ana	badminton	794 kg	1.1473	857	931	737	0.9625	N/A	volleyball	646	925
0	683 m^2	0.6787	Riverside	baseball	643 kg	0.9883	1034	869	1205	0.7746	0.8898	tennis	627	330
1	1014 m^2	0.641	Sacramento	ice hockey	1123 kg	0.8768	880	-31	1316	0.5083	-0.0156	ice hockey	1008	n/a
5	1043 m^2	0.9326	san bernardino	motor sports	809 kg	-0.0613	1382	966	406	0.7106	1.0944	football	216	1039
6	1305 m^2	1.1921	Bakersfield	football	1022 kg	1.5349	757	850	899	0.5668	0.2786	boxing	825	1096
7	1198 m^2	0.3168	Moreno Valley	soccer	1033 kg	0.5663	1057	1021	1460	1.2522	1.0062	track & field, soccer	119	1377
4	10 m^2	1.3109	Modesto	tennis	550 kg	0.7604	1126	987	940	0.3151	0.9303	badminton	695	946
7	1139 m^2	0.2166	Moreno Valley	soccer	749 kg	0.842	1015	1362	1235	0.9098	1.139	soccer	287	995
5	896 m^2	0.8839	San Bernardino	boxing	1109 kg		548	1091	658	1.0282	0.7333	track & field, soccer	87	1232
2	1314 m^2	0.6956	San Jose	basketball	1128 kg	0.3562	980	804	470	0.756	1.124	basketball, running	939	832
6	1084 m^2	1.048	Irvine	football	557 kg	1.0482	105	1238	1139	1.0417	0.5936	boxing	978	1145
6	885 m^2	1.2726	Bakersfield	football	915 kg	0.9288	667	1007	1026	0.7761	0.3849	boxing	794	955
2	1227 m^2	0.73	Stockton	basketball	1296 kg	0.2916	755	1112	420	0.628	1.0355	basketball, running	789	886
7	977 m^2	-0.0705	San Francisco	soccer	1311 kg	0.2394	777	899	1256	0.7074	1.0083	BASEBALL, SOCCER	193	936
2	868 m^2	0.6399	Santa Clarita	basketball	821 kg	0.1744	834	893	602	1.1127	1.1828	running	680	814
7	1171 m^2	0.5306	Moreno Valley	soccer	1080 kg	0.4082	1316	642	967	0.9788	0.9671	track & field	190	981
1	804 m^2	0.5156	Sacramento	ice hockey	934 kg	0.7346	577	412	765	0.6909	-0.2344	ice hockey	853	418
3	1054 m^2	0.9888	Santa Ana	badminton	888 kg	0.6338	1238	992	756	0.6936	0.8023	volleyball	1203	803
4	270 m^2	0.6712	Chula Vista	running	512 kg	1.0984	694	726	?	0.4074	0.8208	motor sports	711	1317
5	764 m^2	1.03	San Bernardino	motor sports	864 kg	0.0822	811	1028	1442	1.3029	1.1532	football	323	1389
4	230 m^2	1.1458	Modesto	running	279 kg	1.1334	807	749	895	0.5287	1.0102	motor sports	224	947
4	340 m^2	0.7141	Modesto	running	507 kg	0.8762	1227	910	796	0.2114	0.8975	motor sports	557	654
2	522 m^2	0.5231	San Jose	basketball	1219 kg	0.5026	1393	1252	338	1.1758	1.2508	volleyball	807	1200
6	1110 m^2	0.9457	Bakersfield	volleyball	812 kg	1.0742	567	1149	670	1.282	0.6187	boxing	905	1138
4	395 m^2	1.0574	Chula Vista	running	-96 kg	0.888	887	776	899	0.3993	0.7967	MOTOR SPORTS	55	877
4	47 m^2	0.8199	Long Beach	tennis	530 kg	1.0347	963	755	783	0.4139	0.8575	boxing	638	1130
4	-298 m^2	1.1717	Chula Vista	running	553 kg	1.2951	1086	625	950	0.4693	0.4061	N/A	757	1003
6	1286 m^2	0.6004	Bakersfield	volleyball	1452 kg	0.994	467	1094	1035	1.2457	-0.0434	boxing	816	1004
7	976 m^2	0.3432	Moreno Valley	soccer	946 kg	0.5431	560	1253	1264	1.0572	0.9733	TRACK & FIELD	358	888
7	1307 m^2	0.1343	Oakland	SOCCER	1054 kg	0.6805	832	1168	900	0.5805	0.8034	track & field	115	1052
2	1171 m^2	0.6982	Santa Clarita	basketball	1286 kg	0.449	1229	995	281	0.3734	1.1237	golf	1020	1239
0	815 m^2	0.9774	Riverside	track & field	1114 kg	1.0281	1058	1008	1182	0.4437	0.9379	tennis	887	23
1	1097 m^2	1.208	Fremont	ice hockey	744 kg	1.1839	1017	274	1088	0.9376	0.1686	ice hockey	1301	200
6	598 m^2	0.8274	Bakersfield	football	1002 kg	1.0821	348	956	642	1.2489	0.3618	boxing	634	1308
1	705 m^2	0.5001	Santa Ana	ice hockey	1021 kg	1.0752	N/A	471	551	1.1076	-0.1834	ice hockey	890	-191
3	634 m^2	0.9603	Santa Ana	badminton	1054 kg	0.8971	1046	1140	1448	0.9975	1.1324	volleyball	1532	683
0	562 m^2	1.0917	Fresno	track & field	850 kg	1.3887	1121	1158	1264	0.9074	0.8609	tennis	1510	-8
